23,Bánh tráng trứng,20000,15000,39,FOOD,231.png,24-04-2023
24,Tokbokki,30000,25000,16,FOOD,241.png,24-04-2023
25,Takoyaki,30000,25000,20,FOOD,251.png,24-04-2023
26,Bánh tráng trộn,20000,15000,31,FOOD,261.png,24-04-2023
27,Bánh gato,40000,32000,15,FOOD,271.png,24-04-2023
28,Bánh donut,30000,25000,20,FOOD,281.png,24-04-2023
29,Bánh phồng tôm,12000,8000,64,FOOD,291.png,24-04-2023
30,Cá viên chiên,15000,12000,41,FOOD,301.png,24-04-2023
31,Bò viên chiên,15000,12000,34,FOOD,311.png,24-04-2023
32,Xúc xích chiên,20000,15000,20,FOOD,321.png,24-04-2023
33,Bò khô,15000,12000,41,FOOD,331.png,24-04-2023
1681969818081,Mì gói,10000,3000,10,FOOD,16819698180811.png,24-04-2023
1,Cà phê đá xay,25000,18000,31,DRINK,12.png,24-04-2023
2,Espresso,20000,16000,24,DRINK,22.png,24-04-2023
3,Cappucchino,25000,15000,32,DRINK,32.png,24-04-2023
4,Latte,25000,15000,22,DRINK,42.png,24-04-2023
5,Bạc xỉu,22000,17000,34,DRINK,52.png,24-04-2023
6,Cà phê nguyên chất,18000,15000,36,DRINK,62.png,24-04-2023
7,Nước ép cam,20000,16000,22,DRINK,72.png,24-04-2023
8,Nước ép bưởi,20000,16000,24,DRINK,82.png,24-04-2023
9,Nước ép táo,20000,16000,23,DRINK,92.png,24-04-2023
10,Nước ép dưa lưới,20000,16000,21,DRINK,102.png,24-04-2023
11,Trà vài,20000,16000,37,DRINK,112.png,24-04-2023
12,Trà đào,20000,16000,23,DRINK,122.png,24-04-2023
13,Trà tắc,20000,16000,22,DRINK,132.png,24-04-2023
14,Chanh dây,20000,15000,24,DRINK,142.png,24-04-2023
35,Chả cuốn,5000,1000,388,SPECIAL,354.png,24-04-2023
36,Bánh cuốn,15000,5000,62,SPECIAL,364.png,24-04-2023
37,Hột vịt lộn,5000,2000,299,SPECIAL,374.png,24-04-2023
38,Cháo lòng,25000,10000,42,SPECIAL,384.png,24-04-2023
39,Cà phê chồn,800000,100000,6,SPECIAL,394.png,24-04-2023
8,Nước ép bưởi,20000,16000,24,DRINK,82.png,24-04-2023
9,Nước ép táo,20000,16000,23,DRINK,92.png,24-04-2023
10,Nước ép dưa lưới,20000,16000,21,DRINK,102.png,24-04-2023
11,Trà vài,20000,16000,37,DRINK,112.png,24-04-2023
12,Trà đào,20000,16000,23,DRINK,122.png,24-04-2023
13,Trà tắc,20000,16000,22,DRINK,132.png,24-04-2023
14,Chanh dây,20000,15000,24,DRINK,142.png,24-04-2023
35,Chả cuốn,5000,1000,388,SPECIAL,354.png,24-04-2023
36,Bánh cuốn,15000,5000,62,SPECIAL,364.png,24-04-2023
37,Hột vịt lộn,5000,2000,299,SPECIAL,374.png,24-04-2023
38,Cháo lòng,25000,10000,42,SPECIAL,384.png,24-04-2023
39,Cà phê chồn,800000,100000,6,SPECIAL,394.png,24-04-2023
