22,Matcha sữa tươi,25000,20000,1,DRINK,,20-03-2023
40,Trân châu,5000,2000,9,TOPPING,,20-03-2023
34,Bún đậu mắm tôm,25000,12000,3,SPECIAL,,20-03-2023
38,Cháo lòng,25000,10000,4,SPECIAL,,20-03-2023
39,Cà phê chồn,800000,100000,4,SPECIAL,,20-03-2023
23,Bánh tráng trứng,20000,15000,1,FOOD,231.png,20-03-2023
24,Tokbokki,30000,25000,1,FOOD,241.png,20-03-2023
25,Takoyaki,30000,25000,1,FOOD,251.png,20-03-2023
26,Bánh tráng trộn,20000,15000,1,FOOD,261.png,20-03-2023
27,Bánh gato,40000,32000,1,FOOD,271.png,20-03-2023
