23,Bánh tráng trứng,20000,15000,31,FOOD,231.png,26-04-2023
24,Tokbokki,30000,25000,20,FOOD,241.png,26-04-2023
25,Takoyaki,30000,25000,24,FOOD,251.png,26-04-2023
26,Bánh tráng trộn,20000,15000,39,FOOD,261.png,26-04-2023
27,Bánh gato,40000,32000,17,FOOD,271.png,26-04-2023
28,Bánh donut,30000,25000,17,FOOD,281.png,26-04-2023
29,Bánh phồng tôm,12000,8000,66,FOOD,291.png,26-04-2023
30,Cá viên chiên,15000,12000,41,FOOD,301.png,26-04-2023
31,Bò viên chiên,15000,12000,35,FOOD,311.png,26-04-2023
32,Xúc xích chiên,20000,15000,27,FOOD,321.png,26-04-2023
9,Nước ép táo,20000,16000,31,DRINK,92.png,26-04-2023
10,Nước ép dưa lưới,20000,16000,32,DRINK,102.png,26-04-2023
11,Trà vài,20000,16000,29,DRINK,112.png,26-04-2023
12,Trà đào,20000,16000,33,DRINK,122.png,26-04-2023
13,Trà tắc,20000,16000,36,DRINK,132.png,26-04-2023
14,Chanh dây,20000,15000,31,DRINK,142.png,26-04-2023
15,Cacao nóng,25000,18000,17,DRINK,152.png,26-04-2023
16,Cacao bạc hà,25000,18000,19,DRINK,162.png,26-04-2023
17,Sinh tố dâu,20000,16000,30,DRINK,172.png,26-04-2023
21,Matcha lạnh,20000,16000,35,DRINK,212.png,26-04-2023
22,Matcha sữa tươi,25000,20000,16,DRINK,222.png,26-04-2023
40,Trân châu,5000,2000,193,TOPPING,403.png,26-04-2023
41,Thạch,5000,2000,186,TOPPING,413.png,26-04-2023
42,Topping Cream,3000,1000,392,TOPPING,423.png,26-04-2023
43,Milk foam,3000,1000,423,TOPPING,433.png,26-04-2023
34,Bún đậu mắm tôm,25000,12000,28,SPECIAL,344.png,26-04-2023
35,Chả cuốn,5000,1000,402,SPECIAL,354.png,26-04-2023
36,Bánh cuốn,15000,5000,97,SPECIAL,364.png,26-04-2023
37,Hột vịt lộn,5000,2000,196,SPECIAL,374.png,26-04-2023
38,Cháo lòng,25000,10000,38,SPECIAL,384.png,26-04-2023
39,Cà phê chồn,800000,100000,3,SPECIAL,394.png,26-04-2023
39,Cà phê chồn,800000,100000,3,SPECIAL,394.png,26-04-2023
39,Cà phê chồn,800000,100000,3,SPECIAL,394.png,26-04-2023
39,Cà phê chồn,800000,100000,3,SPECIAL,394.png,26-04-2023
39,Cà phê chồn,800000,100000,3,SPECIAL,394.png,26-04-2023
